message,predicted_label
I know girls always safe and selfish know i got it pa. Thank you. good night.,Ham
How much r Ì_ willing to pay?,Ham
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,Spam
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,Ham
Remember on that day..,Ham
Dear how you. Are you ok?,Ham
If u dun drive then how i go 2 sch.,Ham
Tell me pa. How is pain de.,Ham
Wat time Ì_ finish?,Ham
Prabha..i'm soryda..realy..frm heart i'm sory,Ham
Check wid corect speling i.e. Sarcasm,Ham
Sac will score big hundred.he is set batsman:-),Ham
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,Ham
Heehee that was so funny tho,Ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",Spam
dont make ne plans for nxt wknd coz she wants us to come down then ok,Ham
Its just the effect of irritation. Just ignore it,Ham
Cause I'm not freaky lol,Ham
I cant wait to see you! How were the photos were useful? :),Ham
Tiwary to rcb.battle between bang and kochi.,Ham
2 laptop... I noe infra but too slow lar... I wan fast one,Ham
Yup... From what i remb... I think should be can book... ,Ham
Ok i shall talk to him,Ham
Id onluy matters when getting on from offcampus,Ham
Ard 4 lor...,Ham
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",Ham
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",Ham
ÌÏ takin linear algebra today?,Ham
Oh Howda gud gud.. Mathe en samachara chikku:-),Ham
Hey anyway i have to :-),Ham
Cps is causing the outages to conserve energy.,Ham
Good morning princess! How are you?,Ham
Wah lucky man... Then can save money... Hee...,Ham
Long time. You remember me today.,Ham
Good Morning my Dear........... Have a great &amp; successful day.,Ham
K still are you loving me.,Ham
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,Ham
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,Ham
Ultimately tor motive tui achieve korli.,Ham
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,Spam
En chikku nange bakra msg kalstiya..then had tea/coffee?,Ham
Hey are you angry with me. Reply me dr.,Ham
I not free today i haf 2 pick my parents up tonite...,Ham
What happened in interview?,Ham
Dear i am not denying your words please,Ham
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,Ham
"Sorry, I can't help you on this.",Ham
"Haha awesome, omw back now then",Ham
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,Ham
He telling not to tell any one. If so treat for me hi hi hi,Ham
\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY,Ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,Spam
Rats. Hey did u ever vote for the next themes?,Ham
I'm coming home 4 dinner.,Ham
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",Spam
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,Ham
Horrible gal. Me in sch doing some stuff. How come u got mc?,Ham
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,Ham
Yes da. Any plm at ur office,Ham
I liked your new house,Ham
You have 1 new voicemail. Please call 08719181513.,Spam
"I'm home, my love ... If your still awake ... *loving kiss*",Ham
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,Ham
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,Ham
7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,Ham
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",Ham
Dude ive been seeing a lotta corvettes lately,Ham
Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,Ham
K. Did you call me just now ah? ,Ham
Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,Ham
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,Spam
Unlimited texts. Limited minutes.,Ham
Man this bus is so so so slow. I think you're gonna get there before me,Ham
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,Ham
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,Ham
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",Spam
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",Spam
Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,Ham
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,Ham
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,Ham
I can't describe how lucky you are that I'm actually awake by noon,Ham
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,Ham
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",Ham
Hey what are you doing. Y no reply pa..,Ham
Hi Harish's rent has been transfred to ur Acnt.,Ham
"Sorry that took so long, omw now",Ham
You will be in the place of that man,Ham
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",Ham
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,Ham
K...k:)why cant you come here and search job:),Ham
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",Ham
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,Ham
"Aight that'll work, thanks",Ham
Reckon need to be in town by eightish to walk from * carpark.,Ham
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",Ham
"Nah, I'm a perpetual DD",Ham
Are you coming to day for class.,Ham
You are a big chic. Common. Declare,Ham
Actually getting ready to leave the house.,Ham
For sale - arsenal dartboard. Good condition but no doubles or trebles!,Ham
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,Ham
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",Ham
Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,Ham
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,Spam
I'm still pretty weak today .. Bad day ?,Ham
Ok i juz receive..,Ham
S:)but he had some luck.2 catches put down:),Ham
Its not the same here. Still looking for a job. How much do Ta's earn there.,Ham
Shant disturb u anymore... Jia you...,Ham
Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,Ham
Havent shopping now lor i juz arrive only,Ham
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",Ham
Send to someone else :-),Ham
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",Ham
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,Ham
That's y we haf to combine n c how lor...,Ham
No de.am seeing in online shop so that i asked.,Ham
Yes. Last  practice,Ham
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",Ham
Will be out of class in a few hours. Sorry,Ham
Quite lor. But dun tell him wait he get complacent...,Ham
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,Ham
I had askd u a question some hours before. Its answer,Ham
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",Ham
K. I will sent it again,Ham
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",Ham
"Are you being good, baby? :)",Ham
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",Ham
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,Ham
Why nothing. Ok anyway give me treat,Ham
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",Ham
"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",Ham
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,Spam
Er mw im filled tuth is aight,Ham
No messages on her phone. I'm holding it now,Ham
Am okay. Will soon be over. All the best,Ham
No dear i do have free messages without any recharge. Hi hi hi,Ham
He is there. You call and meet him,Ham
Dont let studying stress you out. L8r.,Ham
ÌÏ called dad oredi...,Ham
Gud mrng dear hav a nice day,Ham
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",Ham
Me i'm not workin. Once i get job...,Ham
I guess it is useless calling u 4 something important.,Ham
This phone has the weirdest auto correct.,Ham
Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,Ham
What Today-sunday..sunday is holiday..so no work..,Ham
"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",Ham
"Sorry, got a late start, we're on the way",Ham
O shore are you takin the bus,Ham
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",Ham
;-) ok. I feel like john lennon.,Ham
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,Ham
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,Ham
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,Ham
"Cool, text me when you're parked",Ham
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",Spam
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,Spam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,Spam
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,Ham
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),Spam
LMAO where's your fish memory when I need it?,Ham
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",Ham
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,Ham
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,Spam
You have got tallent but you are wasting.,Ham
Ok can...,Ham
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,Ham
Ok...,Ham
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",Ham
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",Ham
Discussed with your mother ah?,Ham
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,Ham
Or I guess  &lt;#&gt;  min,Ham
Okie...,Ham
Sen told that he is going to join his uncle finance in cbe,Ham
"St andre, virgil's cream",Ham
Ya! when are Ì_ taking ure practical lessons? I start in june..  ,Ham
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,Spam
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,Ham
Yep then is fine 7.30 or 8.30 for ice age.,Ham
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,Ham
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,Ham
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,Spam
Please attend the phone:),Ham
You call him and tell now infront of them. Call him now.,Ham
Boo what time u get out? U were supposed to take me shopping today. :(,Ham
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",Ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,Ham
I need details about that online job.,Ham
"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",Ham
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,Spam
So no messages. Had food?,Ham
"Customer place, i wil cal u sir.",Ham
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,Spam
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,Spam
"Well, i'm gonna finish my bath now. Have a good...fine night.",Ham
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",Ham
You have 1 new message. Please call 08715205273,Spam
I am not having her number sir,Ham
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Spam
Dai i downloaded but there is only exe file which i can only run that exe after installing.,Ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",Ham
Gud mrng dear hav a nice day,Ham
Did you see that film:),Ham
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,Ham
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,Spam
Actually i'm waiting for 2 weeks when they start putting ad.,Ham
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,Ham
Dunno lei he neva say...,Ham
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Spam
Good night. Am going to sleep.,Ham
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",Ham
Ok. Me watching tv too.,Ham
at bruce b downs &amp; fletcher now,Ham
"Thanks, I'll keep that in mind",Ham
Nope watching tv at home... Not going out. V bored...,Ham
Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,Ham
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,Ham
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,Ham
Its good to hear from you,Ham
XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,Spam
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,Ham
"Princess, is your kitty shaved or natural?",Ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Spam
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,Ham
Moji just informed me that you saved our lives. Thanks.,Ham
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,Ham
Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,Spam
"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",Ham
Is that on the telly? No its Brdget Jones!,Ham
Yeah it's jus rite...,Ham
Do you work all this week ?,Ham
"Sorry, I'll call later",Ham
"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",Ham
ÌÏ give me some time to walk there.,Ham
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,Ham
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,Spam
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",Ham
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,Ham
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,Ham
Do you know when dad will be back?,Ham
:-( that's not v romantic!,Ham
Dear where you. Call me,Ham
Yes :)it completely in out of form:)clark also utter waste.,Ham
Are you still playing with gautham?,Ham
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",Ham
URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,Spam
S'fine. Anytime. All the best with it.,Ham
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",Ham
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",Ham
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,Ham
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",Ham
K actually can you guys meet me at the sunoco on howard? It should be right on the way,Ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam
Watching tv lor. Nice one then i like lor.,Ham
Ok but tell me half an hr b4 u come i need 2 prepare.,Ham
Huh i cant thk of more oredi how many pages do we have?,Ham
"Sir, Waiting for your mail.",Ham
How much did ur hdd casing cost.,Ham
I think i've fixed it can you send a test message?,Ham
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,Spam
Y bishan lei... I tot Ì_ say lavender? ,Ham
WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,Spam
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Spam
I am not sure about night menu. . . I know only about noon menu,Ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",Ham
Oh yeah! And my diet just flew out the window,Ham
Kinda. First one gets in at twelve! Aah. Speak tomo,Ham
"Call me, i am senthil from hsbc.",Ham
You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,Ham
I am going to sleep. I am tired of travel.,Ham
O ic lol. Should play 9 doors sometime yo,Ham
Got smaller capacity one? Quite ex...,Ham
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",Ham
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,Ham
U sick still can go shopping?,Ham
You dont know you jabo me abi.,Ham
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,Ham
"That's cool, I'll come by like  &lt;#&gt; ish",Ham
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",Ham
Me fine..absolutly fine,Ham
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,Ham
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,Ham
Reason is if the team budget is available at last they buy the unsold players for at base rate..,Ham
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",Ham
Good night my dear.. Sleepwell&amp;Take care,Ham
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,Ham
"idc get over here, you are not weaseling your way out of this shit twice in a row",Ham
Take some small dose tablet for fever,Ham
Cant think of anyone with * spare room off * top of my head,Ham
"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",Spam
At home also.,Ham
You do got a shitload of diamonds though,Ham
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,Ham
THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,Ham
Tmrw. Im finishing 9 doors,Ham
Thank you. do you generally date the brothas?,Ham
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",Ham
Hui xin is in da lib.,Ham
\Hey sorry I didntgive ya a a bellearlier hunny,Ham
"&lt;#&gt; , that's all? Guess that's easy enough",Ham
Whatsup there. Dont u want to sleep,Ham
You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,Ham
"fyi I'm at usf now, swing by the room whenever",Ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,Spam
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",Ham
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",Ham
"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",Ham
Should i send you naughty pix? :),Ham
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,Spam
I will reach before ten morning,Ham
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",Spam
No:-)i got rumour that you going to buy apartment in chennai:-),Ham
when you and derek done with class?,Ham
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,Ham
Yo theres no class tmrw right?,Ham
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,Ham
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",Ham
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,Ham
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,Ham
Hmmm.still we dont have opener?,Ham
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",Spam
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",Spam
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,Ham
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,Ham
I'm okay. Chasing the dream. What's good. What are you doing next.,Ham
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",Ham
How much would it cost to hire a hitman,Ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,Ham
"Gosh that , what a pain. Spose I better come then.",Ham
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",Ham
Jordan got voted out last nite!,Ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",Ham
I'm job profile seems like bpo..,Ham
I'm home. Ard wat time will u reach?,Ham
That means get the door,Ham
All e best 4 ur exam later.,Ham
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",Spam
I can't make it tonight,Ham
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Spam
Ma head dey swell oh. Thanks for making my day,Ham
FreeMsg>FAV XMAS TONES!Reply REAL,Spam
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,Ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Spam
Our Prashanthettan's mother passed away last night. pray for her and family.,Ham
"Night night, see you tomorrow",Ham
Ok,Ham
In the end she might still vomit but its okay. Not everything will come out.,Ham
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,Ham
Now only i reached home. . . I am very tired now. . I will come tomorro,Ham
